nAcid,ALogP,ALogp2,AMR,apol,naAromAtom,nN,nO,nS,nF,nCl,nBr,nI,nX,ATS0m,ATS0s,AATS0m,AATS1m,AATS5m,AATS6m,AATS8m,AATS0v,AATS5v,AATS6v,AATS7v,AATS8v,AATS0e,AATS3e,AATS4e,AATS5e,AATS6e,AATS7e,AATS8e,AATS0p,AATS6p,AATS7p,AATS8p,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,AATS6i,AATS7i,AATS8i,AATS0s,AATS1s,AATS2s,AATS3s,AATS5s,AATS6s,AATS7s,AATS8s,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC6c,ATSC7c,ATSC8c,ATSC1m,ATSC2m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC7m,ATSC8m,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC8v,ATSC1e,ATSC2e,ATSC3e,ATSC4e,ATSC5e,ATSC6e,ATSC7e,ATSC8e,ATSC1p,ATSC3p,ATSC4p,ATSC6p,ATSC7p,ATSC8p,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,ATSC1s,ATSC3s,ATSC4s,ATSC6s,ATSC7s,ATSC8s,AATSC1m,AATSC0v,AATSC6v,AATSC1s,AATSC4s,AATSC5s,AATSC7s,AATSC8s,GATS1c,GATS2c,GATS3c,GATS4c,GATS5c,GATS6c,GATS7c,GATS8c,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS2v,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS5p,GATS8p,GATS1i,GATS2i,GATS3i,GATS5i,GATS6i,GATS7i,GATS8i,GATS2s,GATS3s,GATS4s,GATS5s,GATS6s,GATS7s,GATS8s,SM1_DzZ,VE1_DzZ,VE3_DzZ,VR1_DzZ,VE1_Dzv,VE3_Dzv,VE3_Dze,VE3_Dzp,SpMAD_Dzs,SM1_Dzs,VE1_Dzs,VE3_Dzs,nBase,BCUTp-1l,BCUTp-1h,nBondsT,SpMax1_Bhm,SpMax2_Bhm,SpMax3_Bhm,SpMax4_Bhm,SpMax5_Bhm,SpMax6_Bhm,SpMax7_Bhm,SpMax8_Bhm,SpMin4_Bhm,SpMin5_Bhm,SpMin6_Bhm,SpMin7_Bhm,SpMin8_Bhm,SpMax4_Bhv,SpMax5_Bhv,SpMax6_Bhv,SpMax7_Bhv,SpMax8_Bhv,SpMax1_Bhs,SpMax2_Bhs,SpMax3_Bhs,SpMax4_Bhs,SpMax5_Bhs,SpMax6_Bhs,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,SPC-4,VPC-4,CrippenLogP,SpMAD_Dt,EE_Dt,VE1_Dt,VE3_Dt,VR1_Dt,ECCEN,nHBd,nwHBd,nwHBa,nHBint2,nHBint3,nHBint4,nHBint5,nHBint6,nHBint7,nHBint8,nHBint9,nHBint10,nHsOH,nHsNH2,nHssNH,nHaaNH,nHaaCH,nHCsats,nHCsatu,nHother,nsCH3,nssCH2,nsssCH,naaaC,nssssC,ndsN,naaN,nsssN,naasN,ndO,nssO,naaO,nsOm,nssS,naaS,nddssS,SwHBa,SHBint4,SHBint7,SssCH2,SsssCH,SdssC,SaasC,SssssC,SssS,SsCl,minHBd,minHBa,minwHBa,minHBint2,minHBint3,minHBint4,minHBint5,minHBint6,minHBint7,minHBint8,minHBint9,minHBint10,minHsOH,minHsNH2,minHssNH,minHCsats,minHCsatu,minsCH3,minssCH2,minaaCH,minsssCH,minaasC,minssNH,mindsN,minaaN,minsssN,minsOH,mindO,minssO,minsF,minddssS,minsCl,maxHBd,maxHBa,maxwHBa,maxHBint2,maxHBint3,maxHBint4,maxHBint5,maxHBint6,maxHBint7,maxHBint8,maxHBint9,maxHBint10,maxHssNH,maxHCsats,maxHother,maxssCH2,maxsssCH,maxdO,maxsCl,hmax,hmin,gmin,LipoaffinityIndex,ETA_Beta,ETA_BetaP,ETA_Beta_ns_d,ETA_EtaP,ETA_EtaP_F,HybRatio,IC0,IC1,IC2,IC3,MIC0,MIC1,ZMIC1,ZMIC3,nAtomP,nAtomLAC,MLogP,MDEC-11,MDEC-12,MDEC-22,MDEC-23,MDEC-33,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLFER_A,MLFER_BH,MLFER_S,MLFER_E,R_TpiPCTPC,nRing,n4Ring,n5Ring,n6Ring,n7Ring,nFRing,nF6Ring,nF8Ring,nF9Ring,nF10Ring,nF11Ring,nF12Ring,nFG12Ring,nHeteroRing,n4HeteroRing,n6HeteroRing,LipinskiFailures,VE1_D,VE3_D,VR1_D,SRW5,XLogP,pIC50,Smiles
0,0.255980838,1.38485824,-0.765545616,81.316204,23,6,3,0,0,2,0,0,2,8526.330477,259.0105929,127.2586638,107.8962823,84.65785577,79.26393675,66.13793743,236.504737,223.9666908,205.2586885,198.6910836,176.6192627,7.830860507,7.879296671,7.904263022,7.771763772,7.980344937,7.964507014,7.598708035,1.630339901,1.451110837,1.438798124,1.347197671,162.5081988,147.4543087,157.8294844,155.0768173,162.0129827,154.0628209,160.1890868,159.6971681,159.9557834,3.865829745,3.168811221,2.972121028,3.075165023,3.104032069,3.256279428,3.571678223,2.597512972,0.014155798,-0.07832414,0.310707401,-0.140541821,-0.391744831,0.632658494,-0.418771457,98.14368975,911.9963409,-410.2776965,-192.2611253,198.8058026,-1514.380621,-1261.530676,776.2778398,-111.8416219,1506.380298,-511.9743052,1045.953643,-691.8708541,-709.3177487,-1969.012064,-330.8374875,-0.357272827,0.249132988,-0.099054623,0.120261152,-0.453269033,-3.269915446,1.339892458,0.249567617,-1.544693466,-4.421352994,6.610334927,-2.055552839,-2.862117302,-2.005468244,-35.11286441,41.52958954,-42.92276538,90.27206081,-65.61653073,13.16387057,18.39514633,-29.73895959,-6.928171843,9.503237333,-9.666693541,-31.76903849,8.818319258,-0.039719389,1.38230549,50.01716517,-3.195124994,-0.097579885,-0.053113701,0.043537758,0.040266298,-0.000173,1.535443084,1.146063532,1.137707051,1.007377364,1.15760533,1.381499183,0.955064813,0.951049789,0.802586708,0.640969209,1.015083324,0.914572578,0.88632935,0.655096568,0.896960665,0.884806963,0.988267618,0.859043935,1.414636008,1.116264558,0.819225755,1.033642839,1.037568284,1.511110018,0.919400673,1.310703032,1.312608792,1.01180528,0.996940554,1.033675073,0.736450044,0.744235345,1.088038188,0.974444003,1.613781039,1.495564234,0.842322122,2.901260504,0.019239263,-15.40812831,657.8543922,0.136745564,-7.759569788,-18.69382219,-5.903275378,10.07181708,2.363743265,0.189547675,-6.486147344,0,4.845904707,13.26313403,0,4.121458986,3.974036417,3.950792712,3.764135639,3.478256622,3.326809407,3.282218439,3.237231274,1.749544032,1.599387019,1.420714781,1.408008846,1.378334044,3.598027643,3.305412923,3.17819299,2.971180546,2.90575673,4.680632681,4.127454904,4.054244693,3.895002643,3.832350365,3.746570747,4,12,3,3,2,0,0,0,0,0.14271745,0.621481844,3.063313711,0,0.910522949,0,1.661535616,0,0.296848058,7.662025409,3.12081869,7.09609,22.50602335,438.8674554,0.03606844,-12.95711445,422.7110314,910,1,0,20,0,1,0,0,1,2,0,1,2,1,0,0,0,8,3,0,8,5,1,2,0,0,0,3,2,1,1,1,0,0,0,0,0,24.75747474,0,7.215577381,-0.132712008,-0.775642956,-0.166775024,8.466372097,0,0,1.409977393,0.362452633,0.66788129,-0.166775024,0,0.711976853,0,0,0.678073048,2.04811563,0,0.649698235,0.242075332,0.362452633,0,0,0.569778479,0,1.553595209,-0.132712008,1.670629145,-0.411045481,0.352929004,0,0,4.494709853,1.792505213,10.36965405,14.25692981,5.650712513,0,0,0.66788129,0.362452633,14.25692981,2.12940692,0,0.711976853,0,0,0.678073048,5.167461751,0,0.649698235,0.268974687,0,0.802309877,0.68856764,0,0,14.25692981,0.742096103,0.995908311,-0.130358411,-0.411045481,10.66096688,53.25,1.36538,2,1.01657,1.27746,0.285714286,1.715693099,3.989716135,5.067048937,5.259535459,19.70552658,42.63436306,54.98702679,36.12978279,22,3,3.33,1.323340204,5.794852521,7.259996803,28.63901117,23.68574879,0,0.142857143,0.285714286,0,0,0,0.944940787,2.470778315,0.550321208,0.348,2.468,4.043,4.274,8.536458859,5,0,2,3,0,1,0,1,0,0,0,0,0,3,0,1,0,0.170471696,-6.899825408,511.0181426,3.044522438,4.457,9.958607315,COc1nc(N(C)C)ncc1-c1nc2c(n1[C@H](C)CO)C(c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O
1,-1.121095005,1.19290084,-0.245974119,84.889376,12,2,6,1,0,2,0,0,2,9541.35814,408.0947836,134.3853259,116.3242863,71.51607542,66.469349,66.41347038,228.7724681,198.2714872,185.106841,173.94023,162.4294736,7.880760042,7.818394631,7.931603607,7.8355005,7.652253807,7.731034994,7.745179091,1.640997704,1.394303295,1.328281982,1.286125013,161.2175118,143.6287991,152.4082218,155.0059038,160.6502758,156.598428,156.5624349,159.7717899,160.5161731,5.747813853,2.792306195,3.308479532,3.001942079,3.565457819,2.932533436,3.30294301,3.265112814,0.257539903,0.08275208,-0.521653011,0.466238045,0.015264654,-0.394050937,0.303652523,456.735339,766.5624676,-1313.535241,-1242.406791,-1208.195618,-418.7367407,662.4416417,-802.7455099,79.3461238,330.7527457,-722.549932,244.9705865,-818.1036386,-775.6503115,69.19523979,-1156.567651,0.198714694,3.020851552,-1.277363169,-4.032609201,0.657919476,-1.112347327,-2.236320374,1.093636011,-0.909351939,-8.87738604,4.957647372,-6.81409422,6.406235616,-10.93260287,-13.56768847,9.496845886,-37.05707545,36.64720674,22.88723952,-39.62426716,1.817065016,-56.47225684,-18.59103524,-24.98984789,-49.72803307,-35.62188312,-25.5439752,45.94302272,6.172099176,52.21135646,-2.585501038,-0.251230206,-0.217152983,0.087466891,-0.077405985,0.144022015,1.529604919,0.741462668,1.04168351,1.368875726,0.937916562,0.913294192,1.015231458,0.864115366,0.832803944,0.788043575,0.828942187,0.802214649,1.194494811,0.924366005,0.471290899,0.9348611,1.288791237,0.908005143,0.828948262,1.014866035,0.958813965,0.885328662,1.205036103,1.360502144,1.109126474,1.243665011,1.00429304,1.114462304,0.985358862,1.078209413,0.476613621,0.920937407,1.322108852,0.970095722,0.882127073,1.044544673,0.898022281,3.704831933,0.026732372,-14.12533201,1069.027195,0.345118819,-4.14907942,-7.051094992,-4.478237469,16.58053894,-0.711353211,1.314262109,1.065773961,0,4.348070689,13.84164171,0,4.738703701,4.012817643,3.950412291,3.800316581,3.530172269,3.432558981,3.368869724,3.275220424,1.768958779,1.534699826,1.461313073,1.372874417,1.308755729,3.661395661,3.463838042,3.232296077,3.16938857,2.952513095,5.157529192,4.927710265,4.832249354,4.798380593,4.104712042,3.945143659,3,10,2,2,8,1,1,0.288675135,0.144337567,0,0.337396232,4.196710093,0.311004234,1.470860421,0.262891712,2.367109373,0.151335859,0.47112824,9.249388706,4.34883301,6.0005,18.27381803,356.3394515,0.301052285,-4.681838161,460.6525364,783,1,0,15,1,0,0,2,0,0,2,1,2,1,0,0,0,8,11,2,8,3,5,4,0,1,0,0,2,0,5,0,0,0,0,0,1,18.44960022,0,0,1.333767279,-2.246740659,-2.078244669,4.281956614,-1.255083811,0,1.290020498,0.463066863,0.624634525,-1.0806962,5.555831103,0,0,0.720405276,0,0,0.449125539,0.28924755,6.105649023,0.463066863,0,0,0.463549805,0.782802619,1.342966059,-0.370696373,1.988499121,-1.023018078,0.868086945,0,0,0,0.969893498,9.809075476,11.99790257,0,0,-5.624798681,0.624634525,0.463066863,14.37118379,2.12328639,5.555831103,0,0,6.654818991,0,0,6.458000271,0.28924755,6.105649023,0,0.909405431,0.42946527,0.584992111,0,14.37118379,0.665385973,1.359187649,-0.259982183,-5.624798681,7.856339924,44,1.12821,1,1.26588,1.15403,0.464285714,1.72558215,3.631482155,4.818348176,5.381728457,21.56676572,40.03886752,64.68386306,37.19808154,6,4,3.33,0.50471726,6.529615394,14.88806842,33.32206836,13.81055818,0,2.606914912,0,0,0,0,0,0,0.333333333,0.591,1.619,3.695,2.628,3.163725339,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0.142259992,-7.60538596,889.3117171,3.713572067,4.77,7.27572413,CC[C@@H](C(=O)N(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1
0,0.097334903,0.83795716,0.894023128,77.481997,0,2,4,1,1,0,0,0,1,6873.90827,353.4661351,105.7524349,111.7127243,64.34963144,61.65441009,61.2088304,229.0140698,185.1335654,172.9264187,170.8034964,182.6538565,7.761905985,7.709079314,7.78711,7.632587073,7.605167698,7.723714503,7.709602617,1.610708296,1.329987115,1.281182801,1.34757763,161.3541987,143.5248522,150.3136565,154.485055,160.7756944,156.6500909,158.434617,160.2886018,158.603639,5.43794054,2.815597602,3.4168409,3.211008839,2.904045107,2.959997241,3.542239304,3.098301309,0.032403084,0.078070376,-0.089255189,-0.203694287,0.308784999,-0.105540441,-0.076448234,528.0121355,419.3214409,-264.1165466,-741.0870673,-240.8969365,363.8487849,-441.1914028,-291.8571535,192.5817635,265.1445607,-860.3510043,-47.69930292,-659.9830819,14.85621279,-10.31507232,-256.9058139,0.263627693,1.235070361,-1.080793455,-2.862678304,-0.549799878,2.92815483,1.011802613,-1.726526365,-0.344577008,-5.004766312,2.087298415,-2.053601295,-1.0721963,0.378835991,-1.846127485,-6.316664534,-52.77930236,22.11580693,0.196398862,-1.222372843,0.746184035,-10.60842598,-20.74734225,5.771690672,-48.4167524,16.59585048,28.64377572,-39.69881687,7.652349789,51.6397694,0.082995602,-0.30068612,-0.254825013,-0.13813309,0.180149533,-0.298487345,1.412752441,0.985804582,1.042263861,1.232257955,1.097054446,0.838145123,1.070442443,1.08379039,1.119433128,1.02691047,1.051438691,1.104957385,0.919015068,0.928674164,0.687321109,0.946003316,1.286171945,0.840019041,0.667000636,0.990172093,1.119724055,1.074191618,0.881353715,1.0740996,1.014348767,1.169113609,0.864761402,0.874847482,0.902066637,0.940443208,0.53890837,0.8067232,1.245520561,0.84876006,0.747578277,1.047261066,1.178969765,2.244047619,0.290022468,-4.456068785,708.0493229,0.022774934,-13.61554107,-9.288850224,-17.58285104,18.74648985,-0.926587302,0.555920334,-2.113669006,0,4.392189728,12.33760613,0,4.724809895,3.914040165,3.794904405,3.763387451,3.466406104,3.391259545,3.013189391,2.96349425,1.765556843,1.664032399,1.446782756,1.412077387,1.249629723,3.628774187,3.405589991,3.323833781,2.966613464,2.924070851,5.055841451,4.938446572,4.719269548,3.972972973,3.930374986,3.765739596,0,15,4,4,3,2,0,0,0,0.11785113,0.400859781,3.440457526,0.204124145,1.106552944,0.102062073,1.581262682,0.025499586,0.301979196,7.815909419,3.03476078,6.22411,26.50603808,476.799958,0.021035205,-13.90160806,817.4556213,1108,2,0,19,2,0,1,1,5,1,0,0,0,0,0,2,0,0,8,4,10,3,2,4,0,0,0,0,0,0,3,1,0,0,0,0,1,21.33128885,1.162061667,2.346461692,1.440347672,-0.145703158,4.226485098,0,0,0,0,0.190227495,2.690884997,-0.374333102,4.712598255,0,1.162061667,4.839586843,0.511880312,2.346461692,0,0,0,0,0,0.190227495,0.406675839,0.541964025,1.601201694,0.596375652,0,-0.220335091,0,2.690884997,0,0,0,0,12.33502914,6.108799721,13.60792628,-5.692749876,0,0.355644699,13.60792628,1.994502591,4.712598255,0,1.162061667,4.839586843,2.520677978,2.346461692,0,0,0,0.355644699,0.817012427,0.618896809,0.84397202,0.136656907,13.2508604,0,1.486952434,-0.304218435,-5.692749876,9.017217988,39.5,1.09722,0,1.07925,0.99373,0.321428571,1.630254172,3.73497831,4.941770414,5.495219159,17.64993257,37.21939781,59.07231736,28.86656122,17,3,3.66,0.346680637,4.324837077,12.49138189,33.20053147,15.68902902,0,0.430674364,0.436790232,0,0,0,0.166666667,0,0,0.637,1.871,3.596,2.99,4.09692397,5,0,1,4,0,3,0,0,1,1,0,0,1,2,0,1,0,0.017016955,-14.66476223,582.3638283,2.397895273,1.69,5.537602002,CC1=C(C=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC(C4C3OCC4)C5=CC=C(C=C5)C(=O)C(C)C)F
0,0.356666991,1.80284329,-0.846971517,81.561618,23,3,4,0,1,2,0,0,3,8841.145769,331.0383707,133.9567541,111.2653404,84.36925435,84.55242909,68.46984987,246.8814539,223.831776,218.9020782,201.1001991,180.1939965,7.955432818,7.968459919,7.884396659,7.88276799,7.940529943,7.862766489,7.611853345,1.685527281,1.532630339,1.464179454,1.363664333,161.0164816,144.6026457,153.3334284,155.4725593,156.6826348,156.4630419,157.3574959,156.623165,157.6461588,5.015732889,3.284714874,3.212594307,3.356505648,3.531158908,3.43648834,3.36297668,2.813626366,-0.145564807,0.101216449,0.214654571,-0.216807359,-0.463309795,0.761967273,-0.014710464,97.80795988,764.3627165,-103.3832388,-219.0181032,-169.4603831,-882.0997638,-659.5524971,811.6153625,-68.46151474,985.3183993,-46.53311149,119.5022877,-31.86868906,-758.8830384,-1784.211024,-1336.574961,-0.213935868,0.259255967,0.144693289,-0.718657008,-1.347714926,-1.762061421,2.114051074,1.213077488,-1.275949757,-1.084498924,-0.491942951,-2.492238748,-3.327970366,-9.186696494,-21.25505402,-2.030175964,6.830214821,-13.11556387,-18.61580769,25.39352585,-17.15040269,-84.12291783,-4.695006469,-1.851215378,-13.72642952,-13.08532482,-21.2903762,0.547656422,1.39725657,49.9538361,-3.613728754,-0.067071521,-0.079343523,0.06966537,-0.094623894,0.002360588,1.410172623,1.203879278,1.083787883,0.978441137,1.163197526,1.300724593,0.759830324,0.729253264,0.789921198,0.69378702,0.858395001,0.857279574,0.88274941,0.736962339,0.799752075,0.887140379,0.921824476,0.939692948,0.98412913,0.871055368,0.734096685,0.899285433,1.160390233,1.193764193,1.011768484,1.04042394,1.140971944,0.944416176,1.022293476,1.150870112,0.590068319,0.862938355,1.008473802,0.946414989,0.964513754,1.105924633,0.806828742,3.056022409,0.187839839,-6.688662394,588.586158,0.095859617,-9.379481906,-7.341932836,-8.396377509,10.63374216,2.732293396,0.021291009,-15.39788172,0,4.340052726,13.1026944,0,4.125050075,3.991262879,3.953410399,3.784612674,3.482882897,3.394589821,3.28646596,3.220149443,1.796994847,1.548156336,1.424185265,1.417006133,1.386161328,3.671357234,3.309247914,3.267872292,3.004799209,2.873019925,4.868275272,4.673120356,4.669788041,4.056920481,3.863851186,3.721523822,3,17,3,2,3,0,0,0,0,0.14271745,0.621481844,3.057519019,0,0.894825112,0,1.53648005,0,0.280727493,7.666109062,3.014817011,8.63437,23.1777514,463.5550281,0.039281708,-12.94798524,386.0473162,999,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,10,4,1,2,0,0,0,1,1,1,2,2,0,0,0,0,0,24.32846169,0,0,0.091999988,-0.659927189,-0.708761201,6.174028821,0,0,1.010040594,0,0.310905003,-0.357907949,0,0,0,0,0,0,0,0,0,0,0,0,0.524802414,0.815683793,1.354747195,0.091999988,1.6664357,-0.568003719,-0.357538325,0,0,4.904850917,1.551664826,0,12.01208706,4.859337801,15.56140132,0,0.310905003,0,15.56140132,2.065791156,0,0,0,0,0,0,0,0,0,0,0.710730016,0.586264953,0.091999988,0,14.14901495,0.699135591,1.02713595,-0.146728994,-0.568003719,12.20002544,54.25,1.35625,2,1.00095,1.30375,0.233333333,1.738742028,3.82562803,4.775475847,5.309101316,20.58243796,41.78840025,64.42973771,33.32793564,21,2,3.66,0.899303919,5.96140795,10.07818973,34.77683605,25.92764378,0,0.1,0.714913458,0.142857143,0,0,0,0.816496581,0.333333333,0.003,1.796,3.419,3.455,8.612297936,5,0,2,3,0,1,0,1,0,0,0,0,0,2,0,0,1,0.212676138,-6.191938999,666.1054549,3.044522438,6.719,9.494850022,COC(=O)Cc1ccc(OC)c(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cccc(Cl)c2F)C3=O)c1
0,0.409407357,2.04375616,-0.539053244,78.04979,20,7,3,0,0,1,0,0,1,7179.327912,227.8941853,107.1541479,101.9011973,68.98957715,74.74975412,59.2957861,220.8999146,190.2859041,206.7095586,191.5447398,173.467068,7.778351657,7.666412787,7.575470626,7.677664526,7.691458246,7.695388044,7.642752113,1.507489539,1.486841452,1.402071292,1.311123751,164.8862171,148.7926417,157.3837334,160.6969679,164.7919066,163.7549258,156.9064934,160.939218,160.1500775,3.401405751,2.922739483,2.808665357,2.488758265,2.524929608,2.599055608,2.537041589,2.447734959,0.117027457,0.075569082,-0.330814161,0.26971931,-0.066889193,0.00683347,0.007649064,190.8147653,476.6195426,26.67206597,1246.80476,1159.720026,7.105087386,236.6866034,-1110.943726,-76.74447558,340.3974625,-254.9743797,1381.129154,1882.287115,-955.1217109,-81.62873467,-2531.785019,0.157083066,1.445277908,0.693301223,0.247913339,1.268800985,0.541062947,0.473388705,1.022800897,-1.490858391,-1.9063868,5.331762909,-5.495076335,0.999347538,-12.65567378,-30.00439374,5.121981769,-20.93408078,-7.366976031,60.89916328,-44.72033035,34.39963079,-55.36709138,3.082564133,14.51476693,12.13112837,-0.145539093,4.606492792,-0.909745287,2.650205074,49.13511505,-4.898060056,0.042813391,0.061268325,0.107331439,0.020382711,-0.003683179,1.633137587,1.063214289,0.886904279,1.026822232,0.858490875,0.931602141,0.921377038,0.863818455,0.689241991,0.716651751,0.7916711,0.859251899,1.039358441,0.905711549,0.765822165,0.751312665,0.703850368,0.674436314,0.678885492,0.777020442,0.786628578,0.746909228,1.23104953,1.528209478,1.117280317,1.126717342,0.867169905,1.27464632,0.977047248,1.15737666,0.514416794,0.602493929,0.462118304,0.485302001,0.66947995,0.655049592,0.742988085,2.397058824,0.585773601,-1.978841069,950.3432011,0.496934657,-2.587397927,-2.05560577,-2.702311263,9.238577433,3.635189199,1.006325833,0.023331863,0,3.881409588,12.33938905,0,4.179652943,3.96819947,3.909801819,3.65231496,3.603118246,3.355040866,3.245121379,3.034477786,1.766551674,1.629586746,1.493142312,1.475437752,1.372874417,3.638266872,3.48518656,3.191532586,3.000643151,2.945527031,5.05120876,4.294752328,3.981864849,3.925537481,3.697472932,3.636651676,3,7,1,6,5,2,0,0,0,0.19641855,0.693281021,2.627960641,0,0.504988269,0,1.501225639,0,0.178384178,5.929450075,2.77329766,6.03124,24.33670776,450.2290935,0.043230351,-11.62248613,1032.241407,866,1,0,12,2,0,0,0,1,1,1,0,1,0,0,0,1,4,13,0,4,2,8,3,2,0,0,4,1,1,1,1,1,0,0,0,0,14.3646825,0,1.416505235,8.012472247,1.59800004,0,4.716719844,0,0,0.679873847,0.600180179,0.679873847,0.293437586,2.873868886,0,0,0,1.432127924,1.416505235,0.408046807,0,3.449532029,0,0,0,0.294607611,0,2.186292214,0.674536559,1.860254,0.214044629,0.293437586,0,0,3.902349701,2.360133314,0,11.71670807,5.747494084,0,0,0.679873847,0.600180179,11.71670807,2.156783492,7.032135949,0,0,0,1.432127924,1.416505235,0.408046807,0,3.449532029,0,0.667437224,0.639277211,1.266483174,0.793698742,11.71670807,0.679873847,0.824242546,-0.17823704,-0.608682814,10.60450715,48.75,1.31757,1,1.06259,1.02869,0.5,1.680648556,3.773459642,5.028629862,5.327137325,18.02547301,40.07654559,48.91803388,31.2523336,22,0,3.11,0.1,4.106073992,12.90447387,31.09918728,16.01220638,0,0,0.40824829,0.090909091,0,0,2.330408294,2.203576907,0.5,0.5,2.394,3.365,3.643,14.74717061,6,0,2,4,0,1,0,0,1,0,0,0,0,5,0,3,0,0.046426721,-11.35855635,570.6314255,3.044522438,4.281,8.397940009,C[C@@H]1COCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1
